,Folder name,File name,Centroid,Surface area,Volume,Compactness,Sphericity,Rectangularity,Diameter,Eccentricity,A3-0,A3-1,A3-2,A3-3,A3-4,A3-5,A3-6,A3-7,A3-8,A3-9,A3-10,A3-11,A3-12,A3-13,A3-14,A3-15,A3-16,A3-17,A3-18,A3-19,A3-20,A3-21,A3-22,A3-23,A3-24,A3-25,A3-26,A3-27,A3-28,A3-29,A3-30,A3-31,A3-32,A3-33,A3-34,A3-35,D1-0,D1-1,D1-2,D1-3,D1-4,D1-5,D1-6,D1-7,D1-8,D1-9,D1-10,D1-11,D1-12,D1-13,D1-14,D1-15,D1-16,D1-17,D1-18,D1-19,D1-20,D1-21,D1-22,D1-23,D1-24,D1-25,D1-26,D1-27,D1-28,D1-29,D2-0,D2-1,D2-2,D2-3,D2-4,D2-5,D2-6,D2-7,D2-8,D2-9,D2-10,D2-11,D2-12,D2-13,D2-14,D2-15,D2-16,D2-17,D2-18,D2-19,D2-20,D2-21,D2-22,D2-23,D2-24,D2-25,D2-26,D2-27,D2-28,D2-29,D3-0,D3-1,D3-2,D3-3,D3-4,D3-5,D3-6,D3-7,D3-8,D3-9,D3-10,D3-11,D3-12,D3-13,D3-14,D3-15,D3-16,D3-17,D3-18,D3-19,D3-20,D3-21,D3-22,D3-23,D3-24,D3-25,D3-26,D3-27,D3-28,D3-29,D4-0,D4-1,D4-2,D4-3,D4-4,D4-5,D4-6,D4-7,D4-8,D4-9,D4-10,D4-11,D4-12,D4-13,D4-14,D4-15,D4-16,D4-17,D4-18,D4-19,D4-20,D4-21,D4-22,D4-23,D4-24,D4-25,D4-26,D4-27,D4-28,D4-29
0,Airplane,61.off,-0.23819402703425202,-0.7892336632274518,-0.5851726792404698,-0.1424801257170927,-0.5942395358189818,-0.6420007273950942,-0.7546372643805951,0.3076753415919663,0.04250582997668009,0.06580646404687109,0.062289205388632994,0.05653631930926822,0.05233488156956463,0.049733073794977545,0.047632354925125756,0.04458727619634976,0.03975947732572706,0.03675294389731532,0.032503324532156416,0.03181914545069092,0.029930425732842523,0.028080251315358375,0.02732861795825544,0.027318981633164378,0.024871355060034305,0.02420644862875094,0.022308092585811474,0.02181664000616725,0.021691367779983425,0.020496463468691578,0.01846319887447723,0.017750110817738547,0.01820301809701852,0.017981382619924064,0.018501744174841482,0.01734538516391389,0.01566866459806888,0.014387033360957466,0.012787403395840962,0.011399772582727851,0.01042650374853046,0.009106327211054793,0.0058010677048200895,0.0018694470676662747,0.00135,0.01825,0.04003,0.08229,0.07942,0.09114,0.07837,0.08798,0.1,0.10779,0.0665,0.02759,0.03808,0.04021,0.03733,0.03317,0.04015,0.03035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027770865475538746,0.0754889762603892,0.09681978798586573,0.10491215846314637,0.11268601005325238,0.11528392972677051,0.115403374309461,0.10939133031403972,0.08387995819439606,0.06188224754889762,0.03350420544468223,0.021868312347583737,0.015587518041108844,0.009137510575822426,0.007226397252774598,0.0050266261882247545,0.0035136614741452248,0.000617130343900861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007211747328177948,0.050578774099497015,0.11474112047576293,0.16100443131462333,0.1678879331151466,0.1483573242196928,0.11205723057317461,0.07968642897828752,0.05380330369469304,0.04149409640764233,0.029493826087796025,0.018758266477442775,0.009992180033017639,0.004103069095683571,0.0008109595389115765,1.930856045027563e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021014520516455307,0.1125244243515574,0.2066587487069461,0.22947396651469293,0.1850886939197732,0.12681506455691352,0.06587870196544193,0.02959656718133405,0.014443891038657522,0.0063982222903337035,0.001915635416267576,0.00019156354162675759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Airplane,62.off,0.019741166513647497,-0.7303847086848665,-0.5320673107656125,-0.3855391698036887,-0.2417528593214148,-0.6227498992274618,-0.7509684134853358,0.14651031027042372,0.03245357924050145,0.05942435367463552,0.06401102342477766,0.06319197525510942,0.057689898727102784,0.05325740275007468,0.05004866109713911,0.047369891789283,0.04549089892945586,0.042127983503406276,0.036587363532121144,0.03352315979147997,0.030189151947889264,0.027414024031836882,0.024060744466606925,0.022355197101533067,0.022017941972846143,0.019994411200724618,0.019792058123512465,0.01817323350581524,0.01762398943909654,0.016959115042542324,0.017219283284672236,0.017595081856637662,0.017710712186473177,0.018057603175979726,0.01867429826843581,0.019676427793676947,0.018375586583027393,0.017807070794669443,0.01582208346582642,0.013181857601248808,0.009905664922575858,0.007082357702425346,0.0039988822401449235,0.0011370315767159059,0.0,0.0,0.07804,0.06505,0.05498,0.07959,0.09257,0.07399,0.07086,0.0755,0.05442,0.05637,0.05809,0.06249,0.06184,0.05983,0.03366,0.01551,0.00721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02491414920619121,0.06643109540636043,0.09525705469566516,0.09534663813268303,0.0951774249738715,0.1049519733240432,0.10545961280047778,0.10280197083561439,0.09190265266510725,0.07323943661971831,0.04904195490967003,0.030796794903697806,0.02135071915592495,0.018215298860299607,0.012481958891156124,0.008609963668939432,0.003911810083113522,0.00010949086746628179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004551678913768829,0.03703060811201759,0.08372389052826477,0.12210457289436634,0.15225944569808483,0.1568979150996162,0.129520337904299,0.09655923932959169,0.07013635749966249,0.05246967154622076,0.035449092557233504,0.025622480665008003,0.01691450172616637,0.010540222569384174,0.004802406989527281,0.001215066828675577,0.0002025111381125962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012391171528944554,0.07079578432870016,0.1432526347945624,0.192168168626852,0.19795326103558883,0.15585382617992974,0.10331067664579197,0.06525889720482664,0.034481441881777916,0.015465098518405376,0.006701542691308997,0.002081105850007637,0.0002672979990835497,1.909271422025355e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Airplane,63.off,-0.23567461900493109,-0.7309397596582826,-0.5433686407389696,-0.3269225278055326,-0.3618317501402107,-0.6524099269144994,-0.7547663407832473,0.17870087433974188,0.035955619390971576,0.05668070831606242,0.06136554237075738,0.05949546457937709,0.056699987468550886,0.05085840426454853,0.046992934190612984,0.045373485381582625,0.04535420622909417,0.04462159843453282,0.042134587763521913,0.03840407175700556,0.03403734371837014,0.03154069347111501,0.029506742883582838,0.02568947069086843,0.023308495358544037,0.021554092482094486,0.01973221257193534,0.019288792064700834,0.019346629522166207,0.017148806138482152,0.016888537579887987,0.016281244276501607,0.015943859107953616,0.015886021650488243,0.015654671820626766,0.014854586992355817,0.014883505721088501,0.013929187672909899,0.012367576321344914,0.011577131069318193,0.01022759039512623,0.008540664552386277,0.005822304051513895,0.0020532297400206287,0.0,0.0,0.06211,0.06072,0.06037,0.08663,0.10013,0.07808,0.06727,0.06911,0.06577,0.06695,0.07622,0.09133,0.05928,0.02385,0.01985,0.01233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02498332785889894,0.06531497904784656,0.08700369275483492,0.09079598276050843,0.09340380423422616,0.10030159156738033,0.1116187404819493,0.11489344759970936,0.1041735097096559,0.08673494779380295,0.051957359132849594,0.029731155503797266,0.01961838215533459,0.012103476763514387,0.004001313864253934,0.002149959688255845,0.0010550728099774055,0.00015925627320413668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005174656709226693,0.039980727535533604,0.09036858588291978,0.13290291496025053,0.1560491447843893,0.14581546615273427,0.12012527101903156,0.08587810166225006,0.06469766321368345,0.05172729462780053,0.039383281137075406,0.029814502529510963,0.020399903637677668,0.011650204769934955,0.004702481329800048,0.0012527101903155866,7.708985786557456e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015831690181289125,0.08882592798208166,0.17437831422172023,0.21371824568792236,0.19934146294771904,0.1438635449968413,0.08620326588433486,0.046365602925129694,0.020962153263012807,0.008193426115588567,0.002163217642667075,0.00015314815169324426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Airplane,64.off,-0.12419093299532794,-0.5939849144941375,-0.5147056813548609,-0.19728398483427098,-0.5407075099311831,-0.6559793156830648,-0.6714325534947956,0.4782978883523734,0.03676761058706775,0.06776378544519063,0.07156002196806922,0.0652201142725004,0.05860078815265881,0.05548864501334464,0.05231869116556023,0.050083343771377915,0.04652798520045863,0.04224999277366144,0.03876208002929076,0.03503328933296077,0.030379527301107077,0.028018923371905924,0.026987965737520114,0.024742983225259425,0.023837282125892454,0.02222821740680432,0.02076367945889177,0.019992870012622004,0.017882779153458525,0.016996348290248296,0.01559925616888435,0.014606839006812028,0.013383179010858778,0.012718355863451106,0.012043897597965062,0.011928276181024598,0.011677763110986925,0.01254492373804041,0.011658492874830182,0.010328846580014837,0.008845038395945541,0.007081811787603457,0.004249087072562074,0.00112730881516953,0.0,0.00417,0.04932,0.04154,0.04244,0.04501,0.05793,0.07982,0.1086,0.08301,0.07038,0.0887,0.06113,0.06861,0.08717,0.05222,0.02876,0.01525,0.0144,0.00154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01975733808438424,0.059242154296350116,0.07990524440374643,0.08041286366939056,0.08909215778001174,0.09325264509450676,0.10253909166011406,0.11165633180383999,0.10279787795240324,0.08732046700972439,0.0650747991917905,0.04282913137385661,0.022972260100130388,0.015138998098916084,0.012342115478406275,0.01030168509689556,0.004916939553494113,0.00044789935203893736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003971849995179794,0.03177479996143835,0.07466499566181432,0.1094958064205148,0.12919116938204955,0.13201581027667983,0.12063048298467174,0.10145570230405862,0.0804106815771715,0.061573315337896464,0.05066036826376169,0.04373855201002603,0.032979851537645814,0.017776920852212476,0.006622963462836209,0.0023040586137086667,0.0006555480574568592,7.712330087727755e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011006319509805804,0.06861182074873706,0.14310136186396727,0.19058412247171588,0.19886287239968498,0.1716448012907935,0.11788094735022378,0.06048673671270241,0.0247402086014483,0.00879737231324792,0.0030925260751810376,0.0009604118245903844,0.00017287412842626918,5.762470947542306e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Airplane,65.off,-0.20524769622370992,-0.6398105509398908,-0.5478119353121478,-0.05774961258937145,-0.660879391473466,-0.7699445551068246,-0.7453434911604666,0.5842247168314569,0.040634816627801655,0.06193991019291179,0.06345275491915435,0.05705448168205207,0.05255449131800574,0.049287903023762264,0.04918190753338858,0.04623330571026615,0.045250438435892,0.043313611748154714,0.04133824124573609,0.03958449767773516,0.03568193644124959,0.029832912563356396,0.02602671086357417,0.02532328624563973,0.02422478752722157,0.022596311356934996,0.019965696004933607,0.019416446645724526,0.017672339031393938,0.017479619957987243,0.016834011062074813,0.015658424714293975,0.014540654088535143,0.01408776426602941,0.015533157316579622,0.015321166335832257,0.014733373161941838,0.014694829347260498,0.013731233980227023,0.012497831910424174,0.010387558056620864,0.007756942704619476,0.0047023453911233595,0.0014743009115612171,0.00081,0.0098,0.03179,0.05519,0.05536,0.06623,0.07088,0.0609,0.05885,0.06407,0.06799,0.07536,0.08119,0.09654,0.06818,0.04223,0.03661,0.03442,0.01104,0.01256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020165223449786007,0.0595998805613616,0.07649049467502737,0.0818751866228725,0.08533890713645864,0.09574002189708371,0.10714641186423808,0.10945555887329551,0.10405096048571713,0.08328854384393351,0.06258584652134966,0.043256693540360304,0.029352045386682592,0.01901064994525729,0.01253110381208321,0.006947347466905544,0.0027769483427888923,0.00038817557479844727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003988708294393649,0.0338462131357606,0.07864692223945738,0.11988284373705356,0.13760080159548332,0.13594365708670142,0.11719480119083175,0.08832002158141686,0.06871368974786353,0.056574142764926345,0.048750879153700154,0.040792731687107994,0.030820960951123872,0.019548524466967906,0.010453498790862582,0.00542425789793146,0.002553158690855838,0.00072259208231769,0.0002119603441465224,9.634561097569201e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01263762565820967,0.0785447582575395,0.15927237912876974,0.20802297750119675,0.20269985639061752,0.14479655337482047,0.09319291527046433,0.052982288176160845,0.027477261847774055,0.01372905696505505,0.005189085686931546,0.001263762565820967,0.00019147917663954044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Airplane,66.off,-0.11641456159082124,-0.5037972341788244,-0.5503089269274916,0.47972155925846977,-0.8738023991624876,-0.6791727004084933,-0.6334057470696544,1.7872396091930016,0.04012872021658911,0.0597257951074756,0.0591477103024347,0.052702064726228674,0.04503280631268607,0.04423312233237949,0.04476303340366698,0.044657051189409484,0.043799558728598816,0.04141014153442977,0.040099815976337064,0.03722866144463393,0.03375051786763785,0.03073484213467449,0.03184283801100288,0.02979063695310769,0.026890578181152508,0.025483905155552985,0.02363403377942211,0.021167538611247604,0.020011369001165805,0.01947182318312763,0.017515969592739256,0.016658477131928588,0.01678372883968745,0.015666098216608377,0.015261438853079746,0.014307598924762263,0.014201616710504765,0.01470262354154021,0.013922209054734996,0.013671705639217274,0.0120819724253548,0.010193562062221195,0.006725053231975798,0.002601381622684048,0.00269,0.01469,0.04287,0.03625,0.0336,0.02962,0.03509,0.04226,0.08079,0.11818,0.0958,0.09305,0.10717,0.09543,0.06113,0.04696,0.01514,0.01372,0.0126,0.01089,0.01207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022721844022453124,0.05504797165492257,0.0733309447032127,0.08125323460328834,0.08838926708865799,0.09734663004100481,0.10097933834945659,0.10276085831442335,0.09402245312313388,0.08784187268601457,0.06787690592778375,0.04659819260320873,0.031121859946653927,0.023328954178112187,0.014391496476770573,0.008250726541661691,0.004219913213105617,0.0005175365261355946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005732674316655586,0.038249944600206184,0.08071027353046026,0.11291923191798904,0.12845044368008787,0.13190931776358258,0.11671532213775761,0.09563449624726614,0.0760085171161276,0.06081452149030263,0.05229740536270004,0.04108256014490659,0.02933780385582565,0.016706650865681995,0.0074861982252796486,0.0038538987002726633,0.0015415594801090654,0.0004913720842847646,5.780848050408995e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016481506440495217,0.08801047422839209,0.1677224329476096,0.2094075514565724,0.19146273369659395,0.14675472206711979,0.09401775227679689,0.05071528967787897,0.023913587615765255,0.009184203939388106,0.0020794424013708917,0.0002503032520168666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Airplane,67.off,-0.19515176155028818,-0.45790339637243754,-0.48365851530541215,-0.08369186838402284,-0.642213712228866,-0.6825936802452783,-0.5280307039053997,0.505080110978213,0.03663109594455209,0.0628994476416322,0.06393090218533407,0.05705775181468521,0.05231498886607479,0.04914350713824383,0.048054214021997936,0.0497990109604095,0.0458949073136875,0.040477361018730056,0.03953266433384424,0.03790354454052074,0.03422115542188419,0.031184630363322634,0.029613349142543162,0.02694313504342713,0.024938064528567436,0.02461995237957527,0.023492100214966696,0.021371352555018944,0.017881758678195823,0.01720697533184881,0.016059843643058888,0.01516334576862643,0.015394700058802549,0.014970550526812999,0.014903072192178297,0.014806674571271581,0.01504766862353837,0.013871617648476435,0.012946200487771961,0.011105005928453687,0.009225252320772724,0.006516479173294003,0.0034510348284604335,0.0014266847894193972,0.0,0.00037,0.06563,0.04422,0.03505,0.04326,0.04474,0.04195,0.06531,0.11798,0.08993,0.08561,0.08452,0.07686,0.0535,0.04736,0.02697,0.02004,0.01939,0.02246,0.01485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019686881052621102,0.048162192827923916,0.07229803031660247,0.07712519781433819,0.08307704557443293,0.09300010948214943,0.10277387954972977,0.10484408746628447,0.09949936798941009,0.0908303723388373,0.07195963094562718,0.04600240860728753,0.02915211051725339,0.02088123177371035,0.0177062494401481,0.015028913240373035,0.007245727707941437,0.0007265633553292924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037612475768885804,0.027842876293531618,0.06533962136774393,0.09731986999585299,0.12004166305008246,0.12568353441541533,0.12134363336515927,0.10388758691857382,0.08270886979332427,0.06653550521270338,0.053043235058685106,0.0443248560599485,0.03501817936328829,0.023464398345051065,0.014302385016732729,0.00862193675317536,0.004474920194041798,0.0015623643780921794,0.000665451494372595,5.7865347336747386e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00952271464428733,0.05901400624628767,0.12488743269912438,0.17907302025253397,0.19296430419037766,0.16901381464237128,0.12210917591155564,0.0704144392711387,0.03778429231093484,0.018700542239083368,0.009695158169032976,0.004272767335364335,0.0015903125059876224,0.0008047364488130138,0.00013412274146883563,1.916039163840509e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Airplane,68.off,-0.22874055640744356,-0.7402720034896147,-0.5869443323410571,0.06453460740526303,-0.7333103664901495,-0.853310929528165,-0.7335909147011567,0.499582245944233,0.03878092298789603,0.06311424024690167,0.06257414283647586,0.0583787433090611,0.05375898153059748,0.0513188985870666,0.0504701740849689,0.047055986883348604,0.04531995949269422,0.04460625934320297,0.04180932632492646,0.04050730578193567,0.036707334715725515,0.034479432897719056,0.03175001205574577,0.028277957274436997,0.025799295944447125,0.022886627766793653,0.02040796643680378,0.0202054299078941,0.019298837826107924,0.017312050923470126,0.01591358441433187,0.014167912427062739,0.013531369050489463,0.012026811978588995,0.011583160534310652,0.010859815788204658,0.009943579109803733,0.010541544099918022,0.010396875150696823,0.010811592805130926,0.009123788397550273,0.008294353088682066,0.005545643053479288,0.0024400829435308868,0.0,0.03446,0.03522,0.0331,0.04807,0.05669,0.07042,0.1016,0.12902,0.10809,0.10208,0.05713,0.03377,0.03174,0.0377,0.03785,0.0355,0.01974,0.02145,0.00637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025699725285663097,0.06657841302703349,0.08004538758609707,0.08971015646773102,0.1052175817175618,0.1218497432018155,0.12551260102719275,0.11355854600469802,0.08957080861567862,0.06149221642712107,0.038549587928494645,0.03198033204602461,0.027142970896205758,0.014442409523430346,0.006141258908309113,0.0017916152406736473,0.000696739260261974,1.990683600748497e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005704044861542019,0.04523731524483071,0.10098664559767213,0.13849652168885976,0.14156051875975564,0.1338234443951978,0.11029425934133698,0.0885572235176228,0.07482704796407993,0.06110650762145183,0.04150848862081591,0.024107297708746846,0.014867130441485365,0.00886439404158557,0.005443894166843312,0.0024569787832655655,0.0011754957316015648,0.0005010309675678801,0.0003468675929316093,0.00012525774189197001,9.635210914766924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017106351863610997,0.09369046931824741,0.17883738382497258,0.21016375146722086,0.19688660547634165,0.13690854163058747,0.08333814389347495,0.046258346321845716,0.021512824953337565,0.00971733148607824,0.0037522369104658546,0.00123150339625546,0.0004425715330293059,0.00011545344339894937,3.8484481132983124e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Airplane,69.off,-0.19851145491300387,-0.6341087527335046,-0.5509170329312053,-0.008525897328815538,-0.6928183415230026,-0.5768107139964558,-0.7399338524306147,0.3039144514948063,0.032402363897538734,0.06027360282279445,0.06734987033270026,0.060138633142769,0.05399751270161096,0.04863728826631446,0.04604394227153971,0.04508951381993116,0.04254437128230837,0.03887126784733001,0.036721393658353176,0.03583445004675735,0.034561878777945955,0.033617091017767796,0.030618835982916696,0.02849788386823103,0.02629016553067186,0.02422705756456853,0.022742391084288566,0.020669642426754845,0.019927309186614863,0.01966701051799435,0.017999170900536987,0.017372525957561676,0.016495223037396242,0.015723967722965092,0.015482950437205356,0.015193729694293674,0.014538162677027197,0.013236669333924629,0.013284872791076575,0.010691526796301832,0.00865734090448967,0.0070859082013362,0.004164778697928215,0.0013496968002545142,0.0,0.02536,0.05866,0.07631,0.06765,0.06117,0.05879,0.06157,0.07714,0.06459,0.0797,0.09022,0.10347,0.06391,0.01669,0.01652,0.02072,0.03696,0.02057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024546350397658838,0.070045688462419,0.10428715049321641,0.10428715049321641,0.09306909011277784,0.09499019539531967,0.10018613818022555,0.1012412529986164,0.09351701621492489,0.08059683664632751,0.05731463324806148,0.037854732588117015,0.021599992036869294,0.007624697649881051,0.004807740163045101,0.002169953117067975,0.0015428565740620926,0.00031852522819346424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004866344170986953,0.03725403280205061,0.09207508624510956,0.13474473374833773,0.1516757569333359,0.14032416597606337,0.12234278335613931,0.0924316302734789,0.06755063888835354,0.04955961994333841,0.03446913485073332,0.025410989265133847,0.020631372019966464,0.014088307283134503,0.006918881415383429,0.0029005338524100447,0.002013991944032224,0.0007130880567386822,2.8908975273189815e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013012877528133338,0.07987547855678874,0.16158784175722185,0.1997176998337136,0.19525116980548357,0.15756603116903206,0.10151204609613675,0.05518388182064272,0.024459569202211994,0.008933060056460032,0.0024556247341351173,0.00040604818438454696,3.867125565567114e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Airplane,70.off,-0.1929196787679135,-0.7723255434325168,-0.6105250610967662,0.38928532226789353,-0.8517437031446551,-0.8318873992151629,-0.718741829840951,1.4712247818137787,0.04223194326678486,0.06176289216064133,0.0634105449780313,0.05680066291528559,0.05074963385492947,0.04854312803514993,0.04710745394280429,0.046028289524396825,0.04332074308178525,0.04147074693594388,0.03911007477067756,0.03716372465890696,0.034379095043551994,0.03176790256686965,0.028260618207045403,0.027277807754567177,0.024840052416557467,0.02352000308332691,0.02114006012487474,0.019598396670006936,0.018663763200493334,0.01747860941956371,0.01619710167270485,0.016091112310182686,0.016283820242041162,0.015060124874739844,0.014597625838279504,0.01407731442226162,0.013557003006243736,0.013903877283588993,0.013441378247128651,0.012632004933323055,0.011812996222924536,0.00951977183380868,0.006012487473984429,0.0021872350265936947,0.0,0.03902,0.04456,0.05078,0.05072,0.0557,0.09286,0.0974,0.10767,0.12191,0.09138,0.04501,0.03327,0.03134,0.03299,0.03478,0.03876,0.03185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027452346588364106,0.06677947543920769,0.08787139799930324,0.08901607525008709,0.10303090628577116,0.11542328173990943,0.11968347185587021,0.11565221719006619,0.09706863086647091,0.07447369730752003,0.03919773055292888,0.0220872940825163,0.014482655651221818,0.009465983178221272,0.0080326481859354,0.005424774797193052,0.003991439804907182,0.0008659732245060469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006301427938257568,0.04835912358121519,0.10405064266856802,0.13570231052357737,0.14304434124062976,0.1312412078700403,0.11265488601545488,0.08673616865473185,0.07161852272946255,0.06054766538839535,0.048927601025186444,0.031805831229645615,0.014481722004894688,0.0040082477405430405,0.0005203013893974139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025292946312322893,0.13554032319828443,0.22972351995098414,0.25214444359347477,0.18788772306042736,0.10528835107605115,0.04288887186949529,0.015585509688289806,0.0044229149115417015,0.0010722217967373822,0.00013402772459217277,1.9146817798881825e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
